tweet_id	response	nuta_category	time
1605014187880878080	あれ難しいからね、なかなか勝てないよ	1	13
1605014187880878080	今昼ごはん中だけど終わったら一緒にやろうよ	2	13
1605014187880878080	今昼ごはん中だけど終わったら一緒にやろうよ	3	01
1605014187880878080	頑張ってねー！とても応援してるよ！	4	13
1553356920513212416	あとで運営があげるっていってたよ	1	23
1553356920513212416	日付変わったらアップされているはずだよ。あと1時間待って。	2	23
1553356920513212416	日付変わったらアップされているはずだよ。あと1時間待って。	3	01
1553356920513212416	皆と一緒だと楽しいよね。また遊べばいいんじゃない？	4	23
1545332701548277760	大変だね。無理しちゃだめだよー	1	14
1545332701548277760	仕事大変だよね。今から早退するの？	2	14
1545332701548277760	仕事大変だよね。今から早退するの？	3	01
1545332701548277760	焦らないでいいから、忘れ物のないようにね。	4	14
1571344085289676801	おつかれさまでした。またお願いします	1	13
1571344085289676801	今撤収中？人足りなかったら手伝うよ。	2	13
1571344085289676801	今撤収中？人足りなかったら手伝うよ。	3	04
1571344085289676801	私も買うよ、買ったら一緒に遊ぼうね。	4	13
1588088511521255426	ごめんなさい、競馬のことはわかりません	1	15
1588088511521255426	今まさにレース中だし、ここで勝ったら初かな？	2	15
1588088511521255426	今まさにレース中だし、ここで勝ったら初かな？	3	01
1588088511521255426	横浜行きたい、どんなものを買えばいいかな？	4	15
1538118692277366785	大丈夫？続いてるなら病院にいけば	1	16
1538118692277366785	今ならまだ病院やってるから、すぐ行ったほうがいいよ	2	16
1538118692277366785	今ならまだ病院やってるから、すぐ行ったほうがいいよ	3	01
1538118692277366785	了解！気を付けて運転してねー。	4	16
1564840343572709376	そうだと思う。私でもそれ買うよ	1	16
1564840343572709376	今買ったスプラモデルのSwitch届いたとこ。一緒にやろうよ	2	16
1564840343572709376	今買ったスプラモデルのSwitch届いたとこ。一緒にやろうよ	3	01
1564840343572709376	お疲れ様！頑張ったご褒美に何かご馳走してあげる！	4	16
1584455912366149633	見つけたら教えるね。どのジムにいるかな	1	07
1584455912366149633	今日天気いいし、今からライコウ探しにポケモンGOしてきなよ	2	07
1584455912366149633	今日天気いいし、今からライコウ探しにポケモンGOしてきなよ	3	00
1584455912366149633	金縛りって、横たわってなくてもなるんだ	4	07
1523681398493974529	そうかな。もしかしたら違うかもしれないよ	1	11
1523681398493974529	夜中に考えるのやめていったん寝て明日の朝もう一度考えてみたら	2	11
1523681398493974529	夜中に考えるのやめていったん寝て明日の朝もう一度考えてみたら	3	02
1523681398493974529	いい試合だったよね、逆転してよかった	4	11
1532638728300396557	ナイスアイデアだね。真似したいわ。	1	17
1532638728300396557	いいね。今100均なんだけど生の水苔売ってる。買おうかな。	2	17
1532638728300396557	いいね。今100均なんだけど生の水苔売ってる。買おうかな。	3	00
1532638728300396557	秋はあっという間にすぎていくよね	4	17
1574489262539493376	こしあんのどら焼きも売ってるよ。おすすめ教える	1	00
1574489262539493376	わかる。今みたいに夜中にだとそんなこと思っては食べたくなるね	2	00
1574489262539493376	わかる。今みたいに夜中にだとそんなこと思っては食べたくなるね	3	07
1574489262539493376	もつ鍋っておいしいの？食べたことないわ	4	00
1562693501544198145	ゆっくり寝れたかい？つかれてたんじゃない？	1	10
1562693501544198145	おはよう。まだ午前中だからOK	2	10
1562693501544198145	おはよう。まだ午前中だからOK	3	23
1562693501544198145	彼のおかげだよね、ちゃんとお礼を言おうね	4	10
1570090729179062275	おはよ！今日も仕事よろしくね。	1	06
1570090729179062275	おはよう。今日も起きるの早いねー。	2	06
1570090729179062275	おはよう。今日も起きるの早いねー。	3	23
1570090729179062275	そうだといいけどねー。返ってきたら教えてね。	4	06
1560278997610938368	へーそうなんだ。最近忙しいの？	1	23
1560278997610938368	そうなんだ！今日は忙しかったの？	2	23
1560278997610938368	そうなんだ！今日は忙しかったの？	3	07
1560278997610938368	大丈夫？頭痛くなっちゃうよー。	4	23
1572568003677650945	そうなんだー。仕事大変なんだね。	1	22
1572568003677650945	こんな時間まで働いてるんだー。大変だね。	2	22
1572568003677650945	こんな時間まで働いてるんだー。大変だね。	3	05
1572568003677650945	恥ずかしくないよ。かわいくてうらやましい	4	22
1548814591601172480	ほんとそうだよね。やめてほしいわ。	1	07
1548814591601172480	なんで祝日なのに早起きしないといけないんだろうね。	2	07
1548814591601172480	なんで祝日なのに早起きしないといけないんだろうね。	3	23
1548814591601172480	いい夢じゃん。夏祭りとかで着るってことだよね	4	07
1577613657156251648	そんな日もあるよ。元気出して。	1	17
1577613657156251648	可哀そうに！今日は昼から色々とどんまいだね！	2	17
1577613657156251648	可哀そうに！今日は昼から色々とどんまいだね！	3	06
1577613657156251648	プマ実装楽しみ～、ガチャ回しちゃうね。	4	17
1566102668962975744	どうしようかなー。考えとくよ。	1	07
1566102668962975744	明日朝から予定があるから無理だわ。もう寝るねー。おやすみ。	2	07
1566102668962975744	明日朝から予定があるから無理だわ。もう寝るねー。おやすみ。	3	23
1566102668962975744	どのシーンが一番感動したのか教えて。	4	07
1532887054740115457	いいでしょー。早く見れると良いね。	1	20
1532887054740115457	この後レイトショーあるらしいよ！	2	20
1532887054740115457	この後レイトショーあるらしいよ！	3	03
1532887054740115457	リコリコって、人気あるアニメだよね？	4	20
1602853757229752320	そうだといいけどねー。返ってきたら教えてね。	1	21
1602853757229752320	ほんとにー？もう遅い時間だし無理じゃない？	2	21
1602853757229752320	ほんとにー？もう遅い時間だし無理じゃない？	3	07
1602853757229752320	最近野菜高いよねー。節約しないと。	4	21
1538691950169104385	バレたら怒られるの？困っちゃうね。	1	13
1538691950169104385	お昼まで寝てるからダメなんだよー。	2	13
1538691950169104385	お昼まで寝てるからダメなんだよー。	3	07
1538691950169104385	いやーなかなかないでしょ、あの曲は	4	13
1555080634586271744	じゃあ明日、一緒に大人っぽく見える服を買いに行く？	1	13
1555080634586271744	じゃあ今から、大人っぽく見えるような服を一緒に買いに行く？	2	13
1555080634586271744	じゃあ今から、大人っぽく見えるような服を一緒に買いに行く？	3	02
1555080634586271744	おめでとう！競馬できると思うとワクワクするね。	4	13
1598221765150670849	お疲れ様ー。ゆっくり休んでね。	1	01
1598221765150670849	こんな時間まで仕事してたんだ！お疲れ様！	2	01
1598221765150670849	こんな時間まで仕事してたんだ！お疲れ様！	3	10
1598221765150670849	全部素早く済ませて、間に合うように頑張って。	4	01
1527622777096011778	頑張ってねー！とても応援してるよ！	1	03
1527622777096011778	朝まであと少しだよー。頑張ってー！	2	03
1527622777096011778	朝まであと少しだよー。頑張ってー！	3	11
1527622777096011778	布団に入ってゆっくり眠ったら治るかもよ。	4	03
1541445741381447682	そうだったね！勉強頑張ろうねー！	1	21
1541445741381447682	忘れてたわ！もう寝ようと思ってたのにー。ショックだわ。	2	21
1541445741381447682	忘れてたわ！もう寝ようと思ってたのにー。ショックだわ。	3	07
1541445741381447682	欲しいから絶対に乗るね。乗ったらくださいね	4	21
1539531859281190912	私は電車で帰るねー。バイバイ！	1	21
1539531859281190912	お疲れ様ー。私は終電で帰るわ。	2	21
1539531859281190912	お疲れ様ー。私は終電で帰るわ。	3	07
1539531859281190912	夜行バスで行くんだっけ？気を付けてね	4	21
1532748451892502529	今暇してるよー。あなたは何してるの？	1	23
1532748451892502529	もう風呂入って寝ようかと思ってたよ。	2	23
1532748451892502529	もう風呂入って寝ようかと思ってたよ。	3	10
1532748451892502529	おやすみー。もっかい歯磨きしてこようかな	4	23
1605836106418659328	お疲れ様ー。無事に終わって良かったねー。	1	23
1605836106418659328	こんな遅い時間までお疲れ様だねー。	2	23
1605836106418659328	こんな遅い時間までお疲れ様だねー。	3	07
1605836106418659328	ゆっくり寝れたかい？つかれてたんじゃない？	4	23
1572562788144513025	お疲れ様。仕事大変なんだねー。	1	12
1572562788144513025	お疲れ様。ってまだお昼だよ！大丈夫？	2	12
1572562788144513025	お疲れ様。ってまだお昼だよ！大丈夫？	3	07
1572562788144513025	もつ鍋っておいしいの？食べたことないわ	4	12
1570603942215843841	そうなんだ。何忘れてるのか気になるね。	1	01
1570603942215843841	なんだろうね。あ、さっきのランチのお店に忘れたんじゃない？	2	01
1570603942215843841	なんだろうね。あ、さっきのランチのお店に忘れたんじゃない？	3	10
1570603942215843841	おめでとう！野良Botじゃないよ、実力だよ	4	01
1525123511118749696	履歴書書くの手伝うよー。一緒に何か考えよう！	1	22
1525123511118749696	終電に間に合いそうだし、帰ったら履歴書一緒に考えてみようか！	2	22
1525123511118749696	終電に間に合いそうだし、帰ったら履歴書一緒に考えてみようか！	3	02
1525123511118749696	久しぶりに行っちゃう？私も行きたいと思ってた。	4	22
1528795712028553216	そういう時もあるよねー。どんまい。	1	03
1528795712028553216	寝不足なんじゃない？今日は早めにもう寝たら？	2	03
1528795712028553216	寝不足なんじゃない？今日は早めにもう寝たら？	3	11
1528795712028553216	大丈夫？休憩室で少し休んだら？	4	03
1580120959105007618	可哀そうに。風邪ひかないようにね。	1	16
1580120959105007618	夕方雨降るなんて予想外だよね。	2	16
1580120959105007618	夕方雨降るなんて予想外だよね。	3	07
1580120959105007618	なるべく早く行っておくれ。がんばれ！	4	16
1603707819450302464	いいねー。なんだかカレー食べたくなってきたよ。	1	23
1603707819450302464	お！今日の晩飯はカレーなの？いいね！	2	23
1603707819450302464	お！今日の晩飯はカレーなの？いいね！	3	05
1603707819450302464	私も見たいです。いつ見る予定なんですか？	4	23
1571518480402513920	いってらっしゃい！ゆっくり浸かってきてね。	1	08
1571518480402513920	朝から優雅だねー。いってらっしゃい！	2	08
1571518480402513920	朝から優雅だねー。いってらっしゃい！	3	22
1571518480402513920	時間とかは関係なくて、大晦日に食べ終わればいいらしいよ。	4	08
1523589814750420992	最近野菜高いよねー。節約しないと。	1	09
1523589814750420992	え、今って朝のタイムセール中だよね。それなのに高いんだ。	2	09
1523589814750420992	え、今って朝のタイムセール中だよね。それなのに高いんだ。	3	22
1523589814750420992	恥ずかしくないよ。かわいくてうらやましい	4	09
1563376371879264256	そうなんだ。ガッカリしちゃうね。	1	08
1563376371879264256	ゆっくりできるはずだったのに、朝からガッカリしちゃうね。	2	08
1563376371879264256	ゆっくりできるはずだったのに、朝からガッカリしちゃうね。	3	23
1563376371879264256	お疲れ様ー。無事に終わって良かったねー。	4	08
1547065268576210945	え、そうなの？私も後でみてみるわ。	1	12
1547065268576210945	え、そうなの？昼飯食べ終わったら、私もみてみるわ。	2	12
1547065268576210945	え、そうなの？昼飯食べ終わったら、私もみてみるわ。	3	22
1547065268576210945	美味しそう、今度私にも作ってね。	4	12
1554642668939927553	お疲れ様ー。そんなに混んでるんだー。	1	10
1554642668939927553	こんな朝から混んでるんだねー。どんまい。	2	10
1554642668939927553	こんな朝から混んでるんだねー。どんまい。	3	22
1554642668939927553	へえ、そうなんだ。どこら辺が神ゲーなの？	4	10
1573333352333324288	大丈夫？心配だから何があったのか教えて。	1	05
1573333352333324288	こんな朝からどうしたの？大丈夫？	2	05
1573333352333324288	こんな朝からどうしたの？大丈夫？	3	22
1573333352333324288	私も分からんけど、一緒に挑戦してみる？	4	05
1532304119775449089	そうなんだ！詳しい話を聞かせて！	1	11
1532304119775449089	良かったねー。この後のランチで詳しく聞かせて。	2	11
1532304119775449089	良かったねー。この後のランチで詳しく聞かせて。	3	20
1532304119775449089	焦らないでいいから、忘れ物のないようにね。	4	11
1559455393814032384	知り合いに聞いてみようか？多分詳しいと思うんだ。	1	01
1559455393814032384	知り合いに聞いてみようか？朝になったら連絡してみるよ。	2	01
1559455393814032384	知り合いに聞いてみようか？朝になったら連絡してみるよ。	3	08
1559455393814032384	どんまい！私も一緒にやっていい？	4	01
1562980387273334785	そうだったんだ。あなたは大丈夫なの？	1	20
1562980387273334785	そっかー。あなたも、今日はいつもより早く寝た方がいいかもね。	2	20
1562980387273334785	そっかー。あなたも、今日はいつもより早く寝た方がいいかもね。	3	06
1562980387273334785	そうそう。テレビ出演するらしいよ。	4	20
1547907521075363847	そうなんだ！金髪ギャルいいじゃん！	1	22
1547907521075363847	寝る前にギャルのこと考えてるの？	2	22
1547907521075363847	寝る前にギャルのこと考えてるの？	3	05
1547907521075363847	見つけたら教えるね。どのジムにいるかな	4	22
1605552266811183109	行こうかなーとは思ってるよ。あなたは？	1	08
1605552266811183109	もちろん行くよ！しかも朝一で！もう会場近くの駅にいるんだー。	2	08
1605552266811183109	もちろん行くよ！しかも朝一で！もう会場近くの駅にいるんだー。	3	21
1605552266811183109	金縛りって、横たわってなくてもなるんだ	4	08
1547162134060371969	いいねー。セール情報あったりするの？	1	09
1547162134060371969	朝から楽しんでるねー。今安いの？	2	09
1547162134060371969	朝から楽しんでるねー。今安いの？	3	15
1547162134060371969	美味しそう、今度私にも作ってね。	4	09
1539531606842437632	ボーナス分の支払は辛いねー。どんまい。	1	12
1539531606842437632	朝から悲しいニュースだね。どんまい。	2	12
1539531606842437632	朝から悲しいニュースだね。どんまい。	3	22
1539531606842437632	どうだろうね。トイレでどっちに入るか見るとかは？	4	12
1560170068633604096	取ってほしいよね！どうなったかまた教えて。	1	10
1560170068633604096	今ちょうど試合中なの？頑張って欲しいね！	2	10
1560170068633604096	今ちょうど試合中なの？頑張って欲しいね！	3	22
1560170068633604096	三食きちんと食べないと体に悪いよ。	4	10
1543793589452685312	この前それ言ってたよねー。バレなくて良かったね。	1	05
1543793589452685312	今日のお昼にそれ言ってたよねー。バレなくて良かったね。	2	05
1543793589452685312	今日のお昼にそれ言ってたよねー。バレなくて良かったね。	3	22
1543793589452685312	楽しかったね、また一緒に行こう	4	05
1587350128620281856	おめでとう！それは嬉しいニュースだね。	1	11
1587350128620281856	おめでとう！朝から嬉しいニュースだね。	2	11
1587350128620281856	おめでとう！朝から嬉しいニュースだね。	3	20
1587350128620281856	そうなの？ていうか、前はそれ使ってたんだ	4	11
1545272626569834496	そうなんだ。いつになったら動くのかなー。	1	22
1545272626569834496	ええー。あと少しで終電だけど、どうなるのかな？	2	22
1545272626569834496	ええー。あと少しで終電だけど、どうなるのかな？	3	06
1545272626569834496	了解！なるべく早くキャラを決めるわ	4	22
1551857320652840960	面白すぎてテンション上がるわ！	1	02
1551857320652840960	やっぱり夜中だと変なテンションになるよね	2	02
1551857320652840960	やっぱり夜中だと変なテンションになるよね	3	10
1551857320652840960	買い食いしたいけど、金欠なんだよね。腹へったなぁ。	4	02
1566205073482346496	そうなんだ。勉強はたくさんしたの？	1	07
1566205073482346496	いってらっしゃい！頑張ってねー	2	07
1566205073482346496	いってらっしゃい！頑張ってねー	3	22
1566205073482346496	お疲れ様。スパ行って癒されてきたら？	4	07
1536555083139543041	そっかー。残念だけど仕方ないよね。	1	11
1536555083139543041	残念だねー。昼になったらこの後一緒に体操する？	2	11
1536555083139543041	残念だねー。昼になったらこの後一緒に体操する？	3	22
1536555083139543041	いい夢じゃん。夏祭りとかで着るってことだよね	4	11
1562275374066995206	そうなんだ！どんな内容だったの？	1	14
1562275374066995206	さっきの昼の番組？面白かったよねー	2	14
1562275374066995206	さっきの昼の番組？面白かったよねー	3	23
1562275374066995206	えー知らない。なんでそう思ったの？	4	14
1550461944091447298	いると思うよー。みんなで集まろうよ	1	09
1550461944091447298	さっき日付変わったけど、明日明後日って何日のこと？	2	09
1550461944091447298	さっき日付変わったけど、明日明後日って何日のこと？	3	15
1550461944091447298	ごめんなさい、競馬のことはわかりません	4	09
1530194544800964608	してみたいよねー。一緒にやろうよ！	1	07
1530194544800964608	今日の夜だったらいいよー。あと2時間後！	2	07
1530194544800964608	今日の夜だったらいいよー。あと2時間後！	3	15
1530194544800964608	こっちは大丈夫！どこが震源だろーねー	4	07
1537491990224736256	良かったねー。たっぷりと楽しんでね！	1	22
1537491990224736256	良かったねー。じゃあ寝るのはまだ先かな？	2	22
1537491990224736256	良かったねー。じゃあ寝るのはまだ先かな？	3	09
1537491990224736256	こっちも！天気予報大当たりだわー	4	22
1575319754549575680	いいねー。この後一緒にやろうぜ！	1	14
1575319754549575680	いいねー。じゃあお昼食べたら一緒にやろ！	2	14
1575319754549575680	いいねー。じゃあお昼食べたら一緒にやろ！	3	05
1575319754549575680	全然ないですよね。コンビに寄ったら探すんですけど	4	14
1578394984083906560	いいですねー。今日一緒にしますか？	1	16
1578394984083906560	一緒に行きましょうよ！夜になったらします？	2	16
1578394984083906560	一緒に行きましょうよ！夜になったらします？	3	22
1578394984083906560	へぇー、どこら辺が難しいのか教えて？	4	16
1569302126874210304	そうなんだ！気に入って良かったねー。	1	11
1569302126874210304	ああ、今朝変えてたやつ？いいと思うよ！	2	11
1569302126874210304	ああ、今朝変えてたやつ？いいと思うよ！	3	03
1569302126874210304	久しぶりに焼き鳥が食べたいなあ	4	11
1575151944263692288	おはよう！いま外寒いねー。風邪ひかないようにね。	1	11
1575151944263692288	おはよう！もうすぐでお昼だけどね。	2	11
1575151944263692288	おはよう！もうすぐでお昼だけどね。	3	20
1575151944263692288	久しぶりのカラオケでたくさん歌ったね	4	11
1565729841382453249	今度送り方教えてあげるよ！きっと大丈夫だから。	1	15
1565729841382453249	今日の放課後、送り方教えてあげるよ！	2	15
1565729841382453249	今日の放課後、送り方教えてあげるよ！	3	21
1565729841382453249	へえ。私はテレビで見るアイドルに沼りそうだわ。	4	15
1520575652252241920	それは辛いねー。どんな絡みをしてるの？	1	03
1520575652252241920	こんな真夜中に送るからじゃないの？	2	03
1520575652252241920	こんな真夜中に送るからじゃないの？	3	12
1520575652252241920	うちにも一匹欲しいわ、スカベンジャースライム。	4	03
1546020555987783680	大丈夫？頭痛くなっちゃうよー。	1	16
1546020555987783680	夕日って結構日差しキツイよね。	2	16
1546020555987783680	夕日って結構日差しキツイよね。	3	05
1546020555987783680	きな粉と黒蜜をたっぷりかけて食べると美味しいよね。	4	16
1531525958519271424	え、ショックだね。なんでか分からないの？	1	17
1531525958519271424	え、そうなの？今日のお昼にはまだあったよね？	2	17
1531525958519271424	え、そうなの？今日のお昼にはまだあったよね？	3	03
1531525958519271424	るいっていうんだ。私の名前は今から打ち込むね	4	17
1526838284717961217	明日ならできるけど！一緒にやらない？	1	22
1526838284717961217	お昼ご飯食べ終わってからでもいい？	2	22
1526838284717961217	お昼ご飯食べ終わってからでもいい？	3	09
1526838284717961217	そんなの出たことないけど、どういう写真を投稿してるの	4	22
1601798523024199680	いいですねー。いつの間に買ったんですか？	1	14
1601798523024199680	いいですねー。今日のお昼休みに買ったんですか？	2	14
1601798523024199680	いいですねー。今日のお昼休みに買ったんですか？	3	05
1601798523024199680	そうなの？じゃあ私もやってみようかなー。	4	14
1588110068649984001	また揺れてるんだー。最近地震多いよねー。	1	15
1588110068649984001	え、また？今日のお昼も揺れたよね？	2	15
1588110068649984001	え、また？今日のお昼も揺れたよね？	3	06
1588110068649984001	たまにはリアルな友達と遊ぶのも楽しいよ。	4	15
1540968098551185408	おめでとう！競馬できると思うとワクワクするね。	1	00
1540968098551185408	おめでとう！では朝になったら早速行ってみる？	2	00
1540968098551185408	おめでとう！では朝になったら早速行ってみる？	3	10
1540968098551185408	ゆるーい個先なら何人居てもいいけど、なかなか巡り合わないね。	4	00
1535285652626866176	どうしたの？なんでも聞くから連絡して！	1	05
1535285652626866176	どうしたの？夜怖い夢でも見ちゃった？	2	05
1535285652626866176	どうしたの？夜怖い夢でも見ちゃった？	3	15
1535285652626866176	へーそうなんだ。最近忙しいの？	4	05
1564021730351652864	いいと思うよ！みんな笑ってくれるといいね！	1	11
1564021730351652864	いいと思うよ！朝から皆を笑顔にできるし！	2	11
1564021730351652864	いいと思うよ！朝から皆を笑顔にできるし！	3	03
1564021730351652864	可哀そうに。風邪ひかないようにね。	4	11
1570406041330003976	いいねー。難しそうだけど、簡単に取れるの？	1	08
1570406041330003976	朝からやる気満々だねー。自信あるの？	2	08
1570406041330003976	朝からやる気満々だねー。自信あるの？	3	22
1570406041330003976	暇なんだ。この間ゲーム買ったんだけど、一緒にする？	4	08
1608135204019007490	え、そうなんだ。忘年会で何かあったの？	1	22
1608135204019007490	え、そうなんだ。今日の忘年会で何があったの？	2	22
1608135204019007490	え、そうなんだ。今日の忘年会で何があったの？	3	10
1608135204019007490	え～どうやって落としたの？教えてー	4	22
1548886469439541249	夜行バスで行くんだっけ？気を付けてね	1	15
1548886469439541249	今晩の夜行バスで行くんだっけ？気を付けてね	2	15
1548886469439541249	今晩の夜行バスで行くんだっけ？気を付けてね	3	02
1548886469439541249	マジですか。こっちとの会話に集中してくれないですか？	4	15
1608264491590103040	お疲れ様！明日はゆっくりできるのかな？	1	07
1608264491590103040	お疲れ様！お昼までゆっくり休んでね。	2	07
1608264491590103040	お疲れ様！お昼までゆっくり休んでね。	3	22
1608264491590103040	へえ、そうなんだ。どこら辺が神ゲーなの？	4	07
1573085627654213632	そうなんだ！それいつ投稿したの？	1	10
1573085627654213632	今朝投稿したやつでしょ？早いね！	2	10
1573085627654213632	今朝投稿したやつでしょ？早いね！	3	03
1573085627654213632	おめでとう！それは嬉しいニュースだね。	4	10
1554853411173961730	へえ。私はテレビで見るアイドルに沼りそうだわ。	1	22
1554853411173961730	へえ。私は今夜テレビで見たアイドルに沼りそうだわ。	2	22
1554853411173961730	へえ。私は今夜テレビで見たアイドルに沼りそうだわ。	3	05
1554853411173961730	何時でも問題ないの？寝てる時だったら嫌だなー	4	22
1538843054677032960	わかる！美味しいからビールが進むよね。	1	21
1538843054677032960	いいねー。今、晩飯食べてるの？	2	21
1538843054677032960	いいねー。今、晩飯食べてるの？	3	07
1538843054677032960	運動会だったんだ。どんな競技に出てたの？	4	21
1535476396427948032	お疲れ様！試合の結果はどうだったの？	1	15
1535476396427948032	お疲れ様！これから晩飯はどこかで食べるの？	2	15
1535476396427948032	お疲れ様！これから晩飯はどこかで食べるの？	3	06
1535476396427948032	起きてるよ、どうかしたのかな？	4	15
1520787200471822336	ほんとそれ！美容室に行って髪型整えてこようかな。	1	11
1520787200471822336	ほんとそれ！昼食終わったら美容室にでも行こうかな。	2	11
1520787200471822336	ほんとそれ！昼食終わったら美容室にでも行こうかな。	3	15
1520787200471822336	いいな。何カレーにするの？辛口？	4	11
1572708453038292992	緊張するね。頑張って！応援してるよ	1	06
1572708453038292992	わー！緊張するね。今日何時からなの？	2	06
1572708453038292992	わー！緊張するね。今日何時からなの？	3	23
1572708453038292992	焦らなくても大丈夫だよ、沸騰しても水の量減るだけだし。	4	06
1575135192062181376	おはようございます。明日は寒いらしいですよー。	1	05
1575135192062181376	おはようございます。今朝も寒いですねー。	2	05
1575135192062181376	おはようございます。今朝も寒いですねー。	3	22
1575135192062181376	そうなんだ。何忘れてるのか気になるね。	4	05
1530138390854742016	酒飲みすぎ注意だよー。でも楽しんで！	1	20
1530138390854742016	酒飲みすぎ注意だよー。まだ残業してるの？	2	20
1530138390854742016	酒飲みすぎ注意だよー。まだ残業してるの？	3	07
1530138390854742016	テストも大変だけど部活もきついよね	4	20
1603382919812501504	勉強頑張れー！スタバ私も行きたい！	1	22
1603382919812501504	こんな朝早くから明日の予定決めてるの？すごいね	2	22
1603382919812501504	こんな朝早くから明日の予定決めてるの？すごいね	3	10
1603382919812501504	暇だったらチャットで話そうよ。	4	22
1523112514514751489	疲れてるの？大丈夫？ゆっくり休めると良いね	1	12
1523112514514751489	もう昼だけど、まだ寝る気？疲れてるの？	2	12
1523112514514751489	もう昼だけど、まだ寝る気？疲れてるの？	3	07
1523112514514751489	酒飲みすぎ注意だよー。でも楽しんで！	4	12
1574964314221355009	行ってらっしゃい！どこで食べるの？	1	17
1574964314221355009	晩飯食べに今からどこか行くの？	2	17
1574964314221355009	晩飯食べに今からどこか行くの？	3	06
1574964314221355009	面白すぎてテンション上がるわ！	4	17
1552364389394972673	そうなんだ！ナンパってどの時間帯が多いの？	1	06
1552364389394972673	そうなんだ！流石に今みたいな朝の時間じゃないよね？	2	06
1552364389394972673	そうなんだ！流石に今みたいな朝の時間じゃないよね？	3	20
1552364389394972673	へー私全然知らないんだよね。一緒にチェックしない？	4	06
1522511913925545985	そうなんだ！どの曲をよく聴くの？	1	22
1522511913925545985	そうなんだ！わたしも今日の昼休みに聴いてみようかな	2	22
1522511913925545985	そうなんだ！わたしも今日の昼休みに聴いてみようかな	3	05
1522511913925545985	ここにいるよ、今日はずっと暇だよ	4	22
1588537712591925248	大丈夫？辛そうだから心配だよ。	1	21
1588537712591925248	朝から辛そうだね。そっち行こうか？	2	21
1588537712591925248	朝から辛そうだね。そっち行こうか？	3	07
1588537712591925248	そのゲーム面白いよね。最近クリアしたわ	4	21
1525429050726318080	ありがとう。今から行っていいの？	1	20
1525429050726318080	ありがとう！晩飯食べ終わったら行くから少し待ってて！	2	20
1525429050726318080	ありがとう！晩飯食べ終わったら行くから少し待ってて！	3	06
1525429050726318080	買う必要あるのかー？無駄遣いでしょ。	4	20
1543732075089764352	オシャレさんだね！今度出てないか一緒に探しに行く？	1	12
1543732075089764352	オシャレさんだね！今日の夕方一緒に出てないか探しに行く？	2	12
1543732075089764352	オシャレさんだね！今日の夕方一緒に出てないか探しに行く？	3	20
1543732075089764352	そうだったね！勉強頑張ろうねー！	4	12
1561651008400306176	頑張ったねー。大変だと思うけど、なんとか頑張れ！	1	08
1561651008400306176	頑張ったねー。今日は昼までなんだっけ？	2	08
1561651008400306176	頑張ったねー。今日は昼までなんだっけ？	3	20
1561651008400306176	誰だって誘われたら嬉しいと思うよ	4	08
